"tid";"accession"
100674;"O49150"
104533;"P97504"
109924;"Q64464"
107911;"P07686"
20076;"P12807"
241;"P14060"
103767;"O00255"
101543;"P94958"
107882;"P54619"
104265;"Q58F21"
17002;"Q5EM59"
105830;"P0AG51"
107914;"P48549"
107975;"Q8K0H1"
19901;"P22273"
104902;"Q16478"
104294;"Q15078"
104692;"P04757"
109700;"O94788"
101373;"O75164"
104881;"Q02410"
107910;"O75376"
10569;"P49354"
105568;"P51144"
104840;"P31651"
12479;"P27867"
100442;"Q6R5A3"
109992;"Q3UXZ9"
105469;"P17174"
107994;"Q00610"
100675;"O42713"
14071;"P03234"
10574;"P05622"
105693;"Q13148"
20006;"O70423"
10310;"P43428"
30024;"Q13043"
104477;"Q92570"
109722;"P0AEG4"
104867;"Q5EAD5"
12238;"P07154"
104572;"Q6T755"
116776;"Q64378"
30037;"Q9HBH9"
104674;"P21981"
100042;"Q9EPB1"
109699;"P50226"
116898;"P04350"
101028;"Q15465"
106180;"P12461"
108386;"C3LPU7"
104420;"Q9Y4C1"
107938;"O00206"
105652;"P0C1S0"
107591;"Q9NR21"
12480;"P34978"
104185;"Q92945"
262;"P35408"
11785;"P08631"
102938;"Q6XCE7"
104575;"Q8WUK0"
104841;"P28221"
104615;"O70127"
101171;"P40136"
11109;"P08254"
104023;"Q4Z710"
106563;"C1N1S5"
116900;"Q6NZM9"
104868;"P07477"
104334;"P33437"
109726;"Q8I6Z5"
101274;"Q90744"
109746;"Q00534"
116897;"Q9NY65"
12515;"P10760"
105033;"P56481"
116783;"P31016"
11028;"Q8VCT3"
11298;"P25102"
103768;"Q9Y6Q9"
114899;"P13591"
104795;"P08172"
19620;"Q08291"
104478;"Q15406"
104667;"Q07889"
107653;"P29375"
11387;"P12259"
105738;"P29317"
100058;"P16298"
109522;"Q76I76"
103745;"Q8IEK1"
104822;"P53779"
105708;"Q9BQ31"
103916;"Q4WNT5"
13082;"P12938"
11652;"Q9UQ49"
104593;"Q14145"
105583;"Q8NB90"
11153;"Q9UK17"
12862;"Q9UNA0"
105503;"P62942"
116770;"Q5QD14"
116869;"P55212"
17124;"Q6UB75"
109739;"Q16620"
10673;"P00189"
106644;"Q672I5"
104973;"Q14573"
10054;"Q9H4Y5"
100978;"Q9W6Q1"
11096;"P19634"
104383;"P50336"
103961;"O75030"
104997;"O76074"
102475;"Q8NER5"
104696;"Q62986"
104971;"P18298"
105944;"P9WHD7"
10472;"P32238"
117;"P30874"
103846;"P06307"
104771;"P08172"
105708;"O95259"
105537;"Q9N0W7"
109587;"Q9H999"
109783;"Q9BQB4"
102993;"Q9KU37"
12584;"Q9Y337"
104823;"P11766"
19903;"P30098"
104379;"B6F061"
101500;"Q9GRG7"
102421;"P51956"
108248;"P21675"
109428;"Q2AC31"
10529;"P33535"
11335;"O95644"
101308;"Q920R3"
106075;"Q2FW33"
12500;"Q9UGI6"
103641;"P50416"
11089;"P49662"
104693;"P15823"
104934;"P00742"
108003;"Q13342"
100948;"Q12866"
100988;"Q13490"
10649;"Q9ERZ3"
105765;"P48443"
101057;"Q9Y6F1"
103521;"Q61125"
103832;"Q8RL90"
104336;"Q28905"
10580;"P51681"
104665;"Q86UW1"
11055;"O15303"
109455;"P40306"
11392;"P0AEY8"
105020;"P24941"
30043;"Q9P1W9"
105739;"P00326"
103947;"Q9Y6L6"
10103;"P15328"
11924;"Q9JKC1"
104809;"Q99P96"
105035;"P35968"
20147;"Q60737"
109798;"Q9NPF7"
100144;"P39748"
19665;"Q03469"
104757;"P47870"
103972;"P17861"
19674;"P50127"
100300;"P63096"
102845;"P28776"
12543;"P07943"
104784;"P28223"
18072;"Q99250"
103552;"Q04707"
109821;"Q08210"
106147;"P04234"
106614;"P25162"
103693;"Q5J463"
106075;"Q2FW13"
104824;"P19490"
20018;"O07911"
104905;"P48169"
17034;"P00743"
19689;"Q9UBY5"
108148;"P9WI55"
103565;"Q8BRK8"
104699;"P30543"
105944;"P9WH41"
104605;"O08966"
38;"P07099"
109828;"Q9NR48"
12508;"P35821"
109978;"Q5HPI6"
104673;"O95932"
106082;"P66567"
105944;"P9WHB5"
102793;"P15374"
103890;"O50979"
103522;"O88703"
11293;"Q9Y256"
103749;"Q9HBX9"
235;"P08246"
103441;"O76039"
100103;"P00546"
101044;"Q6P179"
105349;"O95696"
17057;"P15709"
11029;"P52623"
105123;"P65502"
104329;"Q9P0U3"
19600;"Q6RY99"
100478;"P54687"
108413;"O60603"
114957;"Q02161"
105107;"P02550"
106167;"A6NMZ7"
100866;"O14843"
104905;"P47869"
137;"P41145"
104855;"P02710"
168;"Q13639"
101534;"P30897"
103840;"Q93LQ9"
103924;"O75608"
102701;"O75578"
104227;"Q1ZY22"
100959;"Q5XX84"
102836;"Q9DCV3"
108404;"O60674"
105832;"P66051"
10059;"P81721"
100197;"P06720"
103948;"P19022"
101465;"O95835"
10457;"Q07422"
100195;"P20264"
104367;"Q9GME2"
104424;"Q9Z2R9"
114815;"P08670"
103731;"Q01453"
107910;"O15379"
103957;"Q9I194"
12109;"P21980"
106198;"E0W389"
104796;"O76074"
17018;"O42275"
105636;"Q5HK03"
101556;"Q9HBI0"
101071;"P0A0J7"
108141;"P30926"
102797;"Q9BY64"
108379;"P51671"
105734;"O00305"
104147;"Q9UJ42"
11205;"O09106"
104838;"P23576"
106075;"Q2FW11"
11488;"P37058"
109556;"P20781"
107940;"P10810"
100993;"Q13873"
20158;"Q8MMZ8"
104747;"Q15788"
104294;"Q00535"
10057;"Q9QZN9"
104899;"Q9UGM1"
100331;"Q5TCQ9"
12371;"P13721"
104282;"P02708"
11979;"Q9BTY2"
104078;"P0DMM9"
101280;"O14980"
105738;"Q15375"
108273;"O00257"
104191;"Q63604"
104930;"P01100"
102785;"P29144"
104961;"Q00526"
105381;"Q8BGE5"
102440;"C3SWJ7"
101151;"A4ZYU9"
108276;"P17066"
100267;"Q9UBM7"
104873;"P32211"
10919;"P23458"
12845;"P35575"
105680;"Q76LX8"
105709;"Q04844"
109668;"Q96GD4"
101505;"Q9H1C0"
14037;"P61169"
116867;"Q8IWU9"
100846;"Q02858"
109858;"Q9Y286"
116860;"Q9H6Z9"
12912;"P33261"
101226;"Q8NFD2"
104769;"P32239"
17086;"P46616"
100182;"P00634"
12729;"P49888"
106723;"P49882"
101098;"Q6WQJ1"
65;"P11511"
104656;"Q9WTN6"
105601;"P9WP55"
103632;"Q9L5C7"
104391;"P12643"
105738;"P21709"
11919;"P10696"
104633;"O88397"
106597;"O18323"
100915;"Q07263"
101598;"Q04771"
10410;"Q99571"
104924;"P18564"
105758;"O43525"
105761;"P18545"
105488;"Q9JHG7"
17061;"P18841"
107961;"P0C559"
197;"P09619"
102578;"Q8VH25"
11300;"Q9QYN8"
104774;"P28472"
17101;"P79248"
106198;"E0VBK5"
108335;"Q9CZN8"
10751;"O15111"
10878;"Q02156"
102582;"A3RLP8"
104729;"P29275"
108284;"Q6X1Y6"
103919;"Q864S1"
105662;"Q6IE75"
10991;"P70605"
103678;"Q7T1G6"
109085;"P04755"
103612;"P03470"
101123;"Q51504"
104980;"P48729"
104938;"P30873"
102945;"Q64666"
104991;"P97266"
105832;"P66633"
100335;"P41587"
105760;"O43678"
109764;"Q8BFU7"
109437;"P59536"
12769;"Q00688"
108274;"Q9R0R3"
101407;"Q9BWU1"
101495;"P78356"
116862;"P48788"
101369;"O60883"
104762;"P49355"
106082;"Q48WA5"
104838;"P18508"
105059;"Q16445"
12415;"Q9UQM7"
105732;"Q51505"
97;"P23284"
78;"P16473"
10043;"P07478"
102430;"P30085"
104788;"P07478"
104297;"Q13224"
101294;"P19440"
153;"P80404"
102941;"O70594"
11965;"P16885"
11868;"P42679"
101202;"O00182"
103860;"P70699"
101311;"Q92887"
104801;"O60840"
102788;"Q99816"
108143;"Q15022"
11095;"P17050"
105709;"Q07001"
105830;"P0A7V3"
30041;"Q9NRP7"
109083;"Q9ERK7"
106607;"P06402"
12778;"P09242"
105760;"P03923"
101201;"C3SJS7"
104706;"Q12879"
18003;"Q8IYB8"
11943;"P19174"
106596;"P06987"
105830;"P0A7L8"
104377;"P20291"
107926;"Q6P0Q8"
10124;"Q06520"
146;"P47871"
10359;"Q13477"
103039;"O15455"
116765;"O95503"
12505;"Q8K409"
105769;"Q9H3Y6"
107968;"P51532"
10416;"P08010"
100220;"Q9UJM8"
101536;"P30993"
103472;"Q9H0E3"
104853;"P30419"
10929;"Q15418"
101461;"O95239"
109905;"Q6VAB6"
102723;"O15438"
105734;"P62955"
10732;"P31939"
11464;"P30191"
12644;"P06700"
104711;"P33533"
100843;"P28523"
105136;"Q15084"
104826;"P35363"
102562;"Q3ZCJ8"
103932;"Q64546"
13067;"P30553"
105708;"Q9UQ05"
103664;"P51450"
10016;"Q9NP56"
108361;"Q91XF0"
109591;"P30355"
12038;"P80192"
104277;"P25092"
103511;"Q15393"
106002;"E0VP62"
12076;"P10980"
12721;"P14151"
278;"P29275"
11200;"P00774"
105053;"P35228"
101531;"P29754"
105023;"O14920"
104809;"Q99P97"
100924;"P9WPN5"
114926;"Q96FE5"
10701;"Q01662"
105044;"Q13131"
10151;"P15382"
104441;"P28076"
175;"Q99808"
103712;"O97161"
104857;"P30680"
104706;"O60391"
109550;"A0A0A1P6P0"
109;"P0A749"
10748;"O60779"
105024;"P29274"
104483;"O75874"
104775;"P67870"
11483;"P22735"
11385;"P52790"
105013;"P08253"
109631;"Q9UBR1"
102448;"Q8T6T2"
17074;"P31389"
106183;"Q03284"
185;"P01375"
12202;"P26255"
101018;"P08659"
109841;"Q2NNR4"
101088;"Q2TR58"
105190;"Q6IYF9"
125;"P35348"
12230;"P08037"
10358;"Q920D2"
101449;"Q9C5U0"
102575;"Q9M7N7"
100853;"Q9H422"
103931;"Q5TKS5"
10685;"P14600"
109083;"Q8R493"
103862;"P42225"
11589;"P28704"
11512;"P14061"
134;"P37288"
11184;"P32297"
104715;"P27681"
101158;"P11344"
104764;"Q8N1Q1"
11683;"Q92547"
12848;"O15228"
105091;"P43235"
105763;"P43116"
104264;"Q86U86"
10244;"Q14790"
104929;"P18130"
20005;"Q4ACT8"
102451;"P63073"
11967;"P28340"
104206;"Q8CA95"
104790;"P0DMS8"
105486;"P02701"
105609;"Q9AEG1"
106636;"Q2TU57"
109705;"P04798"
10364;"P19328"
105596;"O43175"
20157;"Q8JZL2"
109938;"Q28039"
104878;"O43306"
104714;"Q8WXA8"
145;"P9WGR1"
103593;"P50053"
11535;"P49327"
108414;"P40337"
104758;"P20648"
106075;"Q2FW18"
109742;"Q13467"
105526;"Q5XEP9"
101304;"P50294"
104955;"P11362"
105832;"P0A4B4"
101275;"Q91WC9"
105060;"Q03181"
11520;"P29350"
104711;"P34975"
106173;"O13428"
104803;"A3EZI9"
109750;"P42338"
109700;"P48448"
10462;"P49881"
105670;"P35368"
12296;"P23492"
100434;"P32248"
100465;"Q9QUL3"
104019;"Q94655"
17067;"P27158"
109698;"Q99518"
12970;"O15547"
104902;"Q16099"
109975;"Q92598"
13004;"P36897"
12810;"Q9UKM7"
100776;"P52663"
101391;"P55058"
103163;"P32302"
104837;"P35498"
17127;"Q7M3G7"
104922;"P42684"
104452;"P04000"
104020;"Q8IM16"
105362;"O08788"
104998;"Q9NYK1"
12679;"P21730"
109913;"Q3B7M2"
103950;"P49763"
19691;"P07896"
10426;"Q9R297"
108132;"P12392"
11016;"Q9Y2D0"
12475;"P06494"
107608;"Q9HTC0"
116869;"P42574"
10076;"P04276"
105944;"P9WH49"
104960;"P06756"
105771;"P20083"
109462;"Q8BLG2"
108136;"P58682"
11455;"P18088"
105642;"Q9V396"
116897;"P68366"
100424;"P42681"
11036;"P31421"
101590;"P35327"
104159;"P54697"
105129;"P61956"
103455;"Q9UPZ9"
105639;"Q15858"
106179;"Q4JEY0"
237;"P09960"
20062;"P08191"
105760;"O95167"
115356;"Q13018"
104882;"P23944"
105104;"P04049"
105373;"Q9CZU6"
108338;"Q8VEB4"
100448;"Q96EB6"
20079;"P15108"
104080;"O00338"
11491;"P11348"
105670;"P18825"
108131;"P04757"
11249;"Q6Q253"
101573;"P03366"
104701;"Q01812"
104627;"Q62633"
108408;"Q14242"
19;"P03372"
109746;"Q9NYV4"
11450;"P38571"
100137;"P56483"
107901;"O75909"
105083;"O60563"
102649;"Q99418"
104715;"P50571"
12715;"Q07001"
105100;"P29475"
10168;"P28161"
101430;"P56703"
104899;"Q9GZZ6"
12697;"Q13547"
101225;"Q8NEV4"
10538;"P51578"
102809;"P0CT06"
104700;"P07550"
106075;"Q2FW14"
10930;"Q00788"
103834;"Q3UVX5"
261;"P34995"
10563;"P35813"
104705;"Q62758"
104845;"P29275"
116855;"P50579"
11365;"P10635"
104697;"O15264"
105116;"P11215"
107962;"Q95V25"
104979;"P35218"
104739;"P51050"
106082;"Q9A1W3"
106197;"P60900"
107930;"Q05586"
105102;"P14842"
103787;"Q9NZQ8"
104857;"P30938"
101006;"Q64514"
11666;"P08243"
10089;"Q9HBH1"
100941;"P06786"
104691;"P11229"
106625;"P69560"
104526;"Q9H665"
11602;"P35750"
103491;"P25942"
104734;"P35372"
104717;"P49810"
17058;"P16116"
10554;"P16390"
100906;"P35590"
103911;"P36551"
101554;"Q9HB03"
104838;"P28471"
109899;"Q31FD6"
114831;"P41217"
11442;"P06737"
108297;"P08001"
12804;"Q99519"
104859;"P11541"
11871;"P39900"
105830;"P0A7N4"
101172;"P40347"
101506;"Q9H2K8"
105639;"Q99250"
105830;"P60624"
101220;"Q8N4C8"
12757;"P34903"
10572;"P49356"
100435;"P61794"
105380;"Q4FZZ1"
103557;"Q5E9F2"
11039;"P29477"
105435;"Q571F8"
12457;"Q7TSF2"
101083;"Q26966"
104886;"P14842"
13070;"Q9CWJ9"
20013;"Q9LGC6"
105745;"P91730"
18056;"Q01118"
12829;"P50613"
106198;"E0VQ45"
104866;"P30553"
10441;"P08049"
116719;"Q9UNN5"
116862;"P45378"
100828;"Q13285"
11297;"P97292"
103168;"C3L5T6"
106082;"P66341"
108142;"Q15022"
101061;"Q9Z0R9"
101302;"P49915"
106198;"E0VMW9"
104229;"Q8WPZ7"
103858;"B5THE3"
103650;"P04273"
101448;"Q9C098"
106001;"Q9HZ71"
106714;"P52904"
100802;"P05183"
105670;"P35348"
103748;"Q9FD70"
105676;"P12004"
104285;"P43681"
10578;"P28565"
106001;"Q9HUD0"
101497;"P80299"
105510;"O43526"
10695;"P31751"
104874;"P51160"
109849;"Q9BYC5"
102992;"P68563"
181;"P11836"
101390;"P54763"
101332;"O60285"
10675;"P16278"
104903;"P24046"
101110;"P10845"
10081;"P00766"
104107;"P16671"
101326;"O43524"
100972;"Q9UNA4"
106167;"P13942"
104750;"P07900"
103953;"Q9NP99"
103935;"Q8MU52"
101169;"P39040"
12012;"P19492"
106075;"P0A0F8"
105464;"Q8NFV4"
11580;"P08319"
104886;"P08909"
104839;"Q9ERZ8"
10549;"P70536"
11280;"P41594"
105438;"I3LIR5"
10372;"P08263"
105051;"P22437"
109467;"Q99619"
100293;"O00142"
103844;"Q13609"
100157;"P17931"
104681;"Q9UKV0"
109808;"P07602"
104085;"Q9HAW7"
11177;"O00329"
101174;"P41586"
107926;"Q9Y2H9"
102609;"P27189"
104753;"P68871"
103125;"O00764"
10332;"P30304"
11774;"Q99MA2"
17016;"O35077"
104727;"Q02880"
105230;"P42124"
103837;"Q9Z0U5"
100452;"Q9NBA7"
12538;"P23919"
107909;"O15379"
108000;"Q9H8M2"
109763;"Q9BXC1"
103090;"Q03521"
106198;"E0VDM3"
108241;"P15205"
105760;"P51970"
105085;"Q9Y5Z0"
104823;"P08319"
104430;"P49681"
108296;"P00752"
109488;"Q5HCI2"
12767;"P14604"
105738;"P54760"
101295;"P48023"
104683;"Q15139"
109480;"Q6IQ55"
116880;"F1RUX3"
10593;"P14099"
104904;"P47869"
11884;"P41516"
132;"P37088"
105944;"P9WH61"
106196;"P04488"
10458;"P00381"
102802;"Q6PRC7"
105088;"P22007"
105774;"Q95US7"
72;"P14416"
11615;"P50282"
103669;"P46063"
102792;"P09936"
107924;"Q16236"
10296;"P23336"
10909;"P17538"
104692;"Q05941"
105195;"Q99707"
105522;"P49602"
104215;"C3TDZ2"
104813;"Q15139"
104904;"P48169"
104904;"Q99928"
106082;"Q99XK8"
10133;"P11474"
103686;"O81014"
105830;"P60723"
105832;"Q8CWQ9"
106710;"P00592"
107921;"Q12791"
10467;"P33247"
104470;"Q92729"
10148;"P12104"
104164;"Q7CIL8"
105192;"P0C1S7"
102727;"Q9UK23"
101153;"A5A4K9"
105562;"P05100"
105760;"O15239"
11722;"P14091"
116824;"Q0Z7S8"
105007;"P31646"
106569;"P24964"
10491;"P03892"
104569;"Q91XA9"
104893;"O60895"
11256;"Q63108"
30001;"Q7KZI7"
103588;"P11142"
101008;"Q9WVF6"
104396;"P00698"
104715;"Q9R0Y8"
105616;"O00421"
104806;"P0DMS8"
11559;"Q05343"
104803;"D2K2A8"
104782;"Q14654"
105076;"P11230"
101334;"P19602"
10266;"P11362"
105708;"Q14721"
108275;"Q9ULZ1"
11684;"Q9Y2I1"
101595;"Q03059"
104437;"O60882"
102679;"O76062"
101436;"P58681"
11048;"P47809"
106652;"Q8W433"
101013;"Q9Y253"
100177;"P13661"
105832;"Q8CWV2"
109844;"Q47511"
100418;"P42680"
102963;"P40231"
106075;"Q2G2Q1"
12587;"O60911"
104098;"P16897"
12824;"P30551"
255;"P32352"
105106;"Q9Y243"
101215;"P42230"
109970;"P08592"
11893;"P50431"
109746;"P50613"
10150;"P00492"
100196;"P20265"
105019;"P37231"
11125;"P56696"
104988;"Q9UBS5"
106167;"P39059"
109746;"Q00526"
109746;"Q00536"
104766;"Q13885"
30030;"Q8TD19"
109085;"M9NE13"
101521;"P00751"
108403;"P35916"
109739;"P04629"
12722;"P18337"
105766;"P19793"
104362;"P10997"
109996;"P07305"
101322;"O35678"
105708;"Q12809"
10486;"O95665"
11138;"P08546"
107942;"F6ZDS4"
11400;"P42345"
246;"P21731"
105223;"Q9NXA8"
100225;"Q9SEH8"
116663;"Q9JKT4"
101544;"P9WIJ3"
102449;"Q8KRJ3"
10192;"P07306"
12932;"P03887"
104132;"Q2MZF0"
106204;"Q9Y6N3"
12830;"P14925"
105766;"P10826"
100851;"O43781"
11033;"P18298"
11019;"Q13976"
107602;"P46541"
101022;"P09681"
106001;"Q9HVM1"
103110;"P13707"
104813;"Q02156"
100621;"P30656"
106001;"Q9HUN2"
107911;"P06865"
101318;"O32393"
10698;"P02770"
11926;"P22607"
102599;"P0AD63"
11451;"P08581"
107880;"Q13131"
11605;"O97506"
12836;"O15399"
108239;"P77488"
100078;"P35739"
100819;"P23291"
104813;"Q05655"
11337;"Q92824"
100443;"Q697L1"
13010;"P21462"
101346;"P51691"
104647;"Q08201"
100425;"Q923Y9"
104262;"Q9N623"
109859;"J7QX79"
14068;"Q6QCL9"
103520;"P46943"
103994;"Q07953"
100667;"O93400"
107913;"Q09429"
11102;"P27708"
104683;"Q02156"
105453;"Q9X759"
11588;"P47199"
103880;"Q587A7"
105113;"P51436"
103464;"Q8T8E9"
10670;"P43681"
101356;"Q96P65"
109531;"P35638"
100124;"P00183"
104563;"P41052"
105760;"P03886"
109746;"Q8IZL9"
105832;"P66566"
20129;"P97571"
107883;"O43741"
30034;"Q99683"
116817;"Q96AD5"
104683;"Q05655"
101279;"O14777"
104316;"P9WI81"
10692;"P50052"
116868;"P16109"
100010;"Q9Y233"
104838;"P20236"
105830;""
20120;"P68849"
10518;"P30277"
105068;"Q9H3N8"
104801;"Q13698"
105944;"P9WH25"
100072;"Q63531"
105732;"Q9X6V7"
105736;"P21453"
105830;"P0ADY7"
116903;"P10092"
104284;"P12389"
102620;"Q03732"
102438;"B4URF0"
105555;"P69834"
104254;"Q91Y86"
100625;"P27034"
20032;"O70342"
102975;"Q97SR4"
12265;"P28190"
104731;"P63319"
103038;"Q6XKD3"
104764;"O43570"
11118;"P48066"
104290;"P12390"
12436;"Q64737"
100477;"P54690"
101384;"P24387"
104948;"P21802"
101233;"O00750"
103559;"Q6IYD9"
18013;"Q80Z39"
10623;"Q62758"
108349;"Q9JIY5"
101382;"P23940"
10338;"Q6QHF9"
103139;"Q5KSK8"
104682;"P03372"
116917;"Q16531"
105683;"P02918"
20116;"P61431"
107916;"Q92806"
109885;"Q9IQ47"
105235;"Q8MMZ4"
106145;"P9WPU9"
108249;"P80098"
102770;"Q9Y2K2"
104824;"Q00961"
104735;"P54750"
109937;"O92972"
106175;"P20815"
106082;"P66394"
104694;"P35351"
101209;"P14422"
104455;"Q8R413"
100245;"P00798"
20148;"Q63207"
109929;"P46093"
14069;"P28857"
105686;"Q9RET4"
106075;"P48860"
106708;"A5GZW8"
104690;"P49354"
100982;"P07237"
104770;"Q13733"
109867;"Q8BGW1"
107877;"Q9Y478"
19632;"P41921"
104276;"Q96J92"
106198;"E0VZW4"
100639;"P15917"
108131;"P12390"
102602;"P0A707"
20104;"P43114"
104679;"Q07343"
103111;"Q9JII9"
103107;"Q8XIQ6"
62;"P11387"
109555;"P43304"
104620;"Q96BD0"
104258;"P01137"
105552;"O01945"
100271;"P06492"
10716;"P48026"
12750;"Q64194"
105760;"Q9P0J0"
103563;"Q8BH98"
10856;"P11799"
103548;"P56704"
18046;"P46925"
104720;"P17612"
105832;"Q8CWR9"
11225;"P00797"
116729;"O02663"
100486;"O60603"
10015;"Q9NS75"
104874;"Q13956"
106712;"P30573"
109730;"H9EUW9"
105738;"P54764"
106717;"Q947J4"
106198;"E0VV70"
10911;"P11086"
105771;"P0AFI2"
105213;"P55288"
104087;"O60656"
109733;"Q91H74"
106198;"E0VGV6"
101335;"P20352"
114880;"Q14956"
10419;"A2AGL3"
102951;"P22985"
109911;"C3SLN3"
109525;"Q8NCQ2"
100287;"Q63118"
10754;"Q13231"
104678;"Q01196"
105670;"P13945"
11930;"Q6B856"
105431;"Q6EIG7"
104369;"P10688"
106728;"O97095"
107645;"O60307"
11132;"P47895"
104300;"P28482"
12162;"P07688"
104731;"P09217"
116756;"P29804"
102462;"O15460"
105506;"O15151"
105599;"O35604"
10450;"P16753"
104110;"P52631"
104776;"O55242"
106166;"P07942"
104688;"P18507"
116855;"P28838"
105019;"Q07869"
12943;"Q16572"
104963;"P00517"
107906;"Q16478"
116863;"Q8TBC4"
20133;"Q07010"
108331;"P16675"
13077;"P23977"
101539;"P31210"
104763;"P21932"
198;"P14778"
80;"P62942"
104894;"P32297"
10777;"P13051"
104688;"P78334"
104282;"P07510"
20153;"Q820T1"
104897;"P17787"
108028;"Q9ZHC3"
10188;"Q16539"
114847;"P17643"
11196;"P52788"
104793;"P11362"
104786;"P63316"
104677;"Q03164"
107985;"O59791"
11572;"P02774"
12179;"P62993"
10113;"P30680"
101330;"O52691"
12582;"Q9UGH3"
104658;"Q91Y77"
10328;"P16232"
12968;"O43614"
17081;"P35463"
102957;"Q12051"
116716;"Q76JV1"
30029;"Q8N5S9"
104292;"P05106"
102956;"P12709"
17024;"O77636"
101405;"Q9BVS4"
114925;"P02778"
103825;"O13332"
107919;"P48729"
105659;"Q6P549"
10983;"P16177"
104981;"O75116"
104792;"P22894"
109744;"Q9H461"
116671;"O09110"
12464;"Q4U254"
105650;"O75832"
104809;"Q5RJZ2"
106167;"P05997"
103601;"Q4GY26"
170;"Q14432"
109964;"Q721J8"
100071;"Q13177"
104174;"Q8IL88"
105709;"P11230"
116871;"P01911"
102846;"Q02111"
11670;"P19969"
104841;"O95264"
104704;"P31644"
100044;"P97266"
116697;"P56677"
104919;"P08709"
109750;"P42336"
104991;"P41144"
100107;"P00521"
104146;"O43683"
101278;"O14730"
105429;"P22897"
101162;"P12644"
105761;"Q13946"
116806;"Q9BV57"
104980;"P78368"
104623;"O88563"
105173;"P46531"
105830;"P0A7S3"
104808;"P30281"
100194;"Q02083"
12984;"Q9NQ66"
11377;"Q05921"
105098;"P30543"
105244;"Q6S996"
108372;"Q99075"
102557;"P03007"
104766;"Q9BQE3"
104279;"Q9Y572"
100826;"Q63371"
129;"P35372"
105701;"Q969P6"
105626;"Q9HAQ2"
105142;"P38889"
101032;"Q15831"
10765;"P23786"
104773;"P16234"
20011;"Q931S2"
105131;"Q38C91"
105734;"Q8WXS5"
103169;"Q9WV60"
104717;"Q8WW43"
104838;"O09028"
104216;"P12276"
116780;"Q13885"
10489;"P48442"
104705;"P19327"
102839;"P34152"
104469;"Q14995"
106183;"Q03283"
104319;"P61075"
102988;"Q6R7Z5"
116813;"Q9Z0W0"
10460;"P16184"
107965;"Q8TDV0"
103598;"Q9K578"
20009;"Q50565"
102411;"P08047"
12719;"P48974"
103727;"P51151"
11007;"P35345"
10532;"P06276"
104162;"Q92835"
179;"Q9Y271"
106001;"Q9HWE6"
116855;"Q9NZ08"
109955;"P33435"
104823;"P07327"
11603;"P00636"
101288;"P17865"
100784;"O14975"
10720;"P18598"
104237;"P33883"
18080;"Q9Y5Y9"
109824;"P08476"
105406;"Q60597"
105944;"P9WHA7"
104844;"Q9Y478"
9;"P00533"
12026;"Q02880"
19690;"P07639"
11832;"P11103"
104140;"Q9UNH5"
103646;"Q99986"
103101;"Q13304"
116864;"Q08334"
104754;"P14416"
20131;"Q00987"
10487;"Q63384"
19909;"P95029"
11274;"O00462"
108350;"Q9DBL9"
104766;"P04350"
10585;"Q9NZK7"
100928;"Q9QZT4"
105586;"P39052"
10478;"P46734"
109442;"O95433"
116888;"Q01098"
10528;"P79350"
10696;"Q9Y243"
20165;"Q9I056"
105078;"P28647"
11636;"P05771"
104688;"P18505"
105830;"P68679"
11816;"Q9H227"
215;"P08912"
100788;"Q9Y5X4"
11674;"O15226"
136;"P41143"
101131;"Q7L7X3"
103130;"B8PY99"
100666;"O95822"
104490;"Q5S006"
103442;"P19324"
10972;"O08562"
109799;"P46598"
104327;"P31947"
101412;"O75762"
104858;"Q9NNW7"
17017;"O35880"
102821;"P62331"
107650;"P29514"
12524;"A5A0U0"
104359;"P48303"
106075;"Q2FW38"
105247;"O95551"
11476;"Q08188"
104710;"P24941"
104640;"Q9EPT5"
104976;"Q63844"
12295;"P41245"
101231;"O00506"
10618;"P28566"
10143;"P50391"
107641;"Q13507"
11899;"Q04750"
108394;"G3IAK4"
104409;"P70385"
114849;"P06127"
101293;"P19111"
104715;"P62812"
105359;"Q04859"
107914;"P48544"
12028;"P53396"
105104;"Q02750"
109684;"P36836"
10849;"P52333"
105739;"P00325"
102542;"P12614"
17025;"O77823"
104702;"P34903"
10892;"P13612"
20073;"P11509"
11353;"Q05823"
105708;"Q8TDN1"
104004;"Q96P20"
102700;"P01308"
279;"P30939"
104842;"P35462"
114918;"P01344"
109906;"Q5TCX8"
10986;"P08413"
104824;"P19492"
107913;"P70673"
116763;"Q8NHM5"
11827;"P19320"
103885;"C8YUV9"
109083;"Q8R4G9"
103060;"P14625"
102689;"P23416"
102774;"Q8WU08"
327;"P9WP31"
20134;"Q09128"
10626;"P35364"
102422;"Q70I53"
10764;"P32198"
106197;"P40306"
20122;"P70263"
100653;"P07293"
16;"P01008"
108133;"P49653"
109738;"Q03181"
19645;"P09790"
105477;"P52633"
10927;"Q9UKP6"
104608;"Q9R141"
12973;"P15348"
103797;"P51788"
11614;"P66936"
10127;"Q9UP65"
104804;"P07648"
105139;"Q9ULH1"
104688;"Q9UN88"
116869;"P31944"
100590;"Q3HTL5"
101048;"Q6PHR2"
10161;"P30837"
105944;"P9WHD1"
104792;"P08253"
10785;"Q16581"
101435;"P58154"
11433;"P62812"
11042;"P35218"
106638;"Q3V4E6"
11140;"P27487"
104500;"P79098"
109748;"P04201"
11695;"P20273"
116921;"ENSG00000142168"
101583;"P31938"
10101;"P05230"
105738;"O15197"
107896;"P24941"
108128;"P17787"
