"tid";"accession"
104831;"P35348"
101542;"P81908"
116830;"Q9R1E6"
103614;"Q61672"
11382;"P19367"
11731;"Q9R1K8"
101208;"P14222"
106075;"Q2FW22"
11522;"P32239"
104717;"Q9NZ42"
104669;"O54967"
12438;"P10649"
101385;"P53615"
106594;"M3VH47"
101178;"P42229"
102762;"Q08257"
101269;"Q8TDC3"
105759;"P31645"
10730;"P16519"
104698;"Q9JJ16"
106082;"P66137"
116833;"P20618"
102803;"P27116"
107885;"P02708"
103607;"Q840P9"
105760;"Q9NRX3"
109601;"P30038"
104787;"P08913"
12843;"P21217"
116694;"Q62165"
105475;"Q07785"
104959;"Q8BW75"
11237;"P26006"
103158;"Q63633"
104838;"P28473"
12956;"Q14831"
30046;"Q9UF33"
10088;"P30648"
104705;"P28564"
105046;"P10980"
100772;"O42772"
104226;"O08556"
101145;"Q865E1"
101305;"P50295"
107934;"P0C1S7"
11407;"P45984"
104473;"Q9Y466"
101420;"O89049"
104094;"P0A1V9"
100302;"P09471"
109807;"Q9NZQ7"
12394;"P27791"
107904;"P30989"
103657;"P10636"
102567;"P11064"
106135;"P42081"
109930;"Q9BRH5"
11591;"Q16775"
107905;"P21462"
105607;"Q92953"
105347;"Q9UPN9"
102648;"O00574"
17053;"P11151"
11054;"Q14833"
104797;"P30560"
105083;"P50750"
104387;"Q5TCY1"
106082;"P66202"
11130;"P00352"
109607;"O60825"
45;"P07862"
56;"P10275"
105524;"Q9FG87"
105648;"O19015"
105490;"Q9WUN2"
104171;"P03230"
100579;"Q8TDS4"
103774;"Q9UBE0"
52;"P08913"
105944;"P9WH83"
101218;"Q8N2K0"
101606;"Q9NXB9"
105505;"P32300"
100122;"P15149"
109750;"O00459"
105760;"P56181"
108306;"Q9Y6I3"
101180;"Q86UX6"
103532;"A0ZX81"
106001;"Q9HWD5"
108120;"P20782"
116890;"Q7RTX0"
116833;"P28074"
13056;"Q16647"
103680;"Q94696"
104705;"P35563"
103042;"Q9NR20"
109931;"P03367"
104875;"Q13557"
17112;"Q27971"
104214;"Q62108"
107917;"P52333"
109608;"Q2WGM0"
101263;"Q8R455"
102696;"P49773"
104841;"P50406"
10205;"Q93086"
10925;"Q16719"
105734;"Q02641"
103662;"P22736"
109746;"P21127"
107887;"P30532"
12809;"Q01177"
265;"P40238"
11063;"Q9ULX7"
100771;"P52505"
12450;"P34158"
10476;"P01730"
109856;"O88427"
101140;"Q81R22"
10443;"P00760"
109546;"P15391"
108279;"Q8VDQ8"
104186;"Q6S6F1"
101568;"Q9NR97"
109431;"Q8IZ08"
109188;"Q8VCK6"
107879;"P54619"
103054;"P30613"
109085;"P09478"
104371;"Q9WTU3"
20151;"Q6V1X1"
10768;"P11216"
102978;"O85361"
116741;"Q14916"
104816;"P20701"
11912;"O75469"
103734;"Q05BA5"
10374;"O43708"
105056;"P25774"
103742;"Q653V4"
103927;"P43694"
12743;"P18871"
10278;"Q04760"
105004;"P43140"
105708;"P48547"
102423;"Q16548"
104308;"P12791"
105737;"P09884"
10058;"P56450"
104974;"P97714"
109569;"Q9Y5P4"
104101;"Q7B899"
104496;"Q7Z5Q5"
104538;"P05532"
286;"Q16739"
105769;"P12931"
103696;"Q8I2J3"
105117;"O15379"
104952;"Q969V1"
108140;"Q12866"
100983;"P07254"
109735;"W5VNF7"
104717;"Q96BI3"
106001;"Q9HWE4"
109832;"Q9EQZ6"
100307;"Q8II92"
100480;"Q48255"
104930;"P05412"
105071;"P43235"
11367;"P30711"
100920;"Q0H0G8"
11948;"P00388"
105639;"Q14524"
11180;"Q96RI1"
103866;"Q9HZK0"
19907;"O04417"
11752;"P35916"
103474;"D1MIX9"
105070;"P00749"
12392;"B0LPN4"
207;"Q99062"
102983;"P04185"
104660;"Q05BR4"
107928;"P53779"
10599;"Q07343"
11637;"Q16512"
105944;"P9WH79"
11283;"P21266"
101012;"Q9XYC7"
12264;"P00516"
104465;"Q9Y694"
11017;"P49840"
105134;"Q9H0H5"
102463;"P21281"
109830;"Q8WXB1"
11840;"Q92952"
104831;"P35368"
104877;"P14100"
102656;"Q16854"
109611;"Q15256"
105628;"P16442"
10394;"Q9H2S1"
109671;"P09086"
104861;"P34972"
106075;"Q2G2T3"
103142;"O75311"
105760;"Q16718"
10827;"O43280"
105686;"Q75Y54"
107625;"Q3UR32"
10727;"P34971"
105733;"Q53725"
107899;"P50613"
13068;"P06537"
103475;"O00115"
102398;"A9LM97"
104209;"P05231"
104985;"P17301"
105194;"Q9WU25"
100460;"Q5NBJ1"
104950;"P07355"
10245;"P9WKE1"
109904;"Q9BXA6"
12578;"P67774"
105612;"P41226"
100946;"Q12840"
12627;"P16234"
104566;"Q75ZY9"
106580;"G7L3C0"
100797;"P12785"
10636;"Q9UGM1"
108360;"P29704"
329;"Q9UHC9"
102905;"O69002"
108391;"Q9Y2T5"
116742;"Q06495"
102744;"Q9UM07"
105832;"P66582"
109896;"Q3U7R1"
104613;"O88909"
104828;"P70606"
101389;"P54310"
10190;"P47211"
106613;"P19468"
103069;"Q9NUW8"
106167;"P20908"
105169;"Q9UM81"
11223;"Q13003"
12366;"P26664"
103829;"Q4U2R8"
104587;"O00303"
105390;"P16617"
104757;"P14867"
101111;"P11144"
106075;"Q2FY22"
108407;"Q8K5E0"
104692;"P09483"
108322;"Q61206"
106075;"Q2FW21"
102882;"P35344"
10583;"Q01064"
103073;"Q08874"
105000;"O08911"
20025;"O43353"
34;"P05556"
107597;"P21275"
11327;"P50135"
104485;"P30996"
105372;"P16951"
103822;"P43828"
105059;"P47870"
103679;"Q932Y6"
108234;"Q9Y303"
10044;"P68400"
106001;"Q9HWF7"
102611;"P0C7A1"
11141;"Q61606"
105569;"P52703"
240;"P13631"
106729;"Q962I5"
104125;"O88446"
104812;"Q8TCG2"
105830;"P0A7R9"
101387;"P53686"
104439;"P02752"
11909;"P35558"
17117;"Q59401"
104700;"P08588"
106197;"P25786"
11056;"P35349"
105572;"P49885"
103644;"Q9BZP6"
109848;"P0C0P6"
101510;"Q9H6Z9"
105758;"P51787"
102857;"Q8C4U3"
105068;"Q9Y5N1"
103942;"Q50575"
105532;"Q37001"
104798;"P08648"
10841;"P16257"
105421;"Q15109"
106167;"Q17RW2"
105350;"Q9ULI0"
109892;"Q13322"
109561;"Q4VCS5"
102389;"P0CS83"
103613;"Q9JIM1"
101019;"P08922"
104261;"P30987"
100685;"Q69422"
104084;"P19224"
104637;"Q9QXZ6"
105747;"P23415"
101314;"Q93T42"
105758;"O43526"
108356;"Q05523"
101438;"P60763"
104908;"P30988"
11080;"P63085"
10769;"P29401"
104853;"O60551"
104211;"Q09328"
11639;"P27361"
11751;"Q02790"
106711;"P31853"
108402;"Q15022"
101267;"Q8T9Z7"
104830;"P06756"
107613;"Q9H1R2"
106001;""
11631;"P21453"
104596;"P08294"
10870;"Q16772"
105760;"P03905"
12155;"P97629"
105363;"Q9QZM3"
108029;"P08750"
105176;"O60928"
108129;"P30532"
12390;"Q02401"
30050;"Q9Y6R4"
103447;"Q54089"
12854;"P29276"
116695;"O75844"
10607;"P11497"
104836;"P25099"
109768;"P03101"
103153;"P00830"
100239;"P68890"
105683;"P0AEB2"
100444;"O00206"
105042;"P18508"
17096;"P55859"
103578;"Q9Y2T1"
17076;"P32307"
104561;"Q6YP21"
10888;"P24627"
106082;"P66648"
11678;"P24941"
104604;"O15427"
104905;"Q16445"
103653;"O70424"
116898;"A6NNZ2"
10792;"P0A884"
105002;"Q9JKC1"
12783;"Q64602"
104704;"P18507"
106198;"E0VUR1"
5;"O96760"
105360;"Q9EPL8"
108375;"P01579"
101078;"Q16659"
20117;"P0DB00"
101262;"Q8R2Y0"
109813;"P35465"
109961;"Q495T6"
101575;"P03374"
105773;"P37288"
108247;"Q47764"
10679;"P32247"
101400;"Q99835"
105760;"Q16795"
104879;"P68403"
105035;"P12931"
106152;"O60895"
11882;"Q9NYA1"
109628;"P49326"
104479;"P28873"
11755;"P06241"
100603;"P9WQD7"
100322;"P11444"
103936;"Q08752"
107889;"P31749"
20119;"P68795"
109083;"Q2MKA5"
105071;"P07711"
101075;"P0C6X7"
10105;"Q01558"
116833;"A5LHX3"
104705;"P14842"
12825;"P49682"
104318;"P62344"
116855;"P55786"
105434;"Q9RMI3"
101316;"Q96D53"
105697;"Q2VKV7"
107938;"Q9Y6Y9"
17125;"Q6W9J1"
106550;"A6QP37"
12643;"P04278"
102576;"Q56D28"
102650;"Q86XE5"
105521;"Q9M629"
109990;"A0A0E7NXW5"
116869;"P51878"
105708;"Q8TDN2"
105378;"Q9QZR6"
11444;"Q14242"
12718;"O00141"
105830;"Q2EEQ2"
106631;"Q04IS7"
108374;"P08620"
104963;"P00515"
105708;"Q6PIU1"
30002;"Q13555"
100950;"Q13310"
103673;"Q15149"
105193;"P41361"
105466;"Q86TX2"
109496;"P24462"
100792;"O60725"
109688;"P51871"
104770;"P54709"
104864;"P08419"
101184;"Q8BLF1"
12651;"P04054"
100178;"P00720"
107877;"Q13131"
30016;"P51813"
106001;"O52759"
103868;"Q0VTR8"
104688;"P31644"
104616;"Q6A4K9"
105757;"P52333"
105758;"P56696"
102794;"P06133"
106075;"Q2FYF9"
104715;"A2AMW3"
116901;"Q60737"
103908;"P9WPP7"
104503;"P68826"
100641;"P15273"
100870;"P51576"
12571;"P22771"
104648;"P70502"
109878;"P53566"
20144;"Q55663"
105354;"P97313"
109776;"Q848S6"
104712;"P18507"
105242;"P16435"
105738;"Q9UF33"
104601;"O15550"
11165;"Q15125"
10483;"P07872"
10910;"P40313"
2;"O60706"
106170;"P62593"
105093;"P30994"
11732;"Q64604"
105113;"Q61616"
106201;"F1LCS0"
104536;"Q00342"
116860;"Q96KS0"
101548;"P97321"
103558;"Q5U7L7"
10308;"Q02644"
108119;"P03431"
104447;"Q8WSF8"
11560;"P43003"
104005;"Q96QE3"
102862;"P19221"
105240;"P81139"
110000;"O15492"
104825;"P42263"
12510;"Q00690"
103596;"P0AFZ5"
10967;"P49674"
17073;"P30547"
104320;"Q12852"
104854;"P07550"
104844;"Q13131"
11498;"O43603"
106197;"P60896"
10517;"P11597"
102952;"Q94FV7"
102904;"Q9HVW7"
17134;"Q8WMX0"
104405;"Q9X1N5"
104251;"O60741"
104715;"P63080"
116492;"Q6P988"
100976;"Q9UQ88"
10212;"Q6RCS8"
101404;"Q9BRS2"
104811;"P00519"
12745;"P05202"
100684;"Q86831"
107991;"E9Q4Z2"
107888;"P43144"
104692;"P12391"
104855;"P02718"
104944;"P10980"
104332;"Q9Y2J8"
104886;"P61169"
104406;"Q29451"
104731;"Q64617"
106648;"Q76129"
104449;"A6YCJ1"
103149;"P28305"
20052;"P02829"
106001;"Q9HWF6"
12274;"P19156"
104463;"P09651"
101347;"P51692"
105484;"A4GTP0"
100303;"P09252"
105479;"Q43191"
116811;"Q3UQU0"
10612;"O15530"
12944;"P23443"
71;"P14324"
105640;"Q01538"
105944;"P9WHC3"
20007;"Q9NYL2"
104708;"P24941"
105734;"P54284"
11;"P00734"
11941;"Q9UBF8"
104848;"P35439"
103755;"Q8TE23"
104330;"B2LUN4"
20075;"P12530"
104197;"Q8TEK3"
103043;"P41134"
12075;"P15684"
104309;"Q64459"
100868;"P50407"
104898;"P17787"
100908;"P36896"
104857;"P30936"
103769;"P55011"
104711;"Q9R0C9"
108393;"P18654"
105709;"P07510"
114817;"P24821"
11790;"Q13797"
105444;"O14686"
95;"P22888"
243;"P15144"
106628;"P97879"
12137;"Q6IMK5"
12869;"P24547"
104905;"P14867"
109558;"Q96A54"
109700;"P30838"
10452;"P25779"
109737;"Q86V86"
105708;"Q03721"
10995;"P38918"
107895;"P20248"
12648;"Q15078"
107921;"Q16558"
105531;"O67625"
109696;"P80365"
100128;"P11274"
102973;"A0A0Z5X648"
102871;"P9WP25"
106663;"Q9NG02"
109571;"Q13118"
116705;"O15055"
107906;"Q13002"
101306;"Q920L1"
22;"P63231"
104288;"P30926"
109750;"Q92569"
100123;"P10611"
20071;"P10809"
103970;"P13798"
104079;"O43704"
13025;"P52624"
10342;"Q6MGC4"
17143;"Q9TT92"
8;"P00519"
101039;"Q66H76"
12546;"P19491"
104282;"P11230"
19634;"P11716"
101081;"Q17066"
105102;"P61169"
105760;"O43920"
116900;"O09106"
100836;"Q8TDX7"
12408;"P97821"
105053;"P29474"
103562;"Q83TT7"
105008;"P53610"
105695;"Q9HCT0"
10506;"P14384"
105708;"P22459"
105944;"P9WH31"
107898;"P11802"
10040;"P10145"
105832;"P66113"
101154;"A5H8A5"
106723;"O45117"
11507;"O00748"
12459;"Q8C0L6"
101046;"Q6P6Q7"
102907;"Q9EY48"
11187;"Q02928"
101571;"P02980"
100781;"O14786"
105048;"P33402"
105094;"P21398"
102740;"P04181"
101561;"Q9K2N0"
109845;"Q9HVB9"
11120;"P37268"
10401;"P00803"
12733;"Q8VH37"
105086;"P21803"
105025;"P23443"
105766;"P28702"
107923;"Q80TJ7"
103926;"O04373"
12839;"P70604"
109994;"Q5HH78"
109590;"Q07813"
104789;"P21397"
20168;"Q9N1N9"
103720;"P14735"
105592;"B4EB35"
103952;"P53624"
116691;"P00691"
100117;"O88943"
19623;"P51617"
100;"P23975"
18060;"Q15102"
19888;"Q8FEJ5"
103617;"Q62674"
104740;"P33533"
109549;"Q9P8R0"
11787;"P41252"
105620;"Q6ZMB0"
107891;"Q13490"
106197;"P28072"
100248;"P10584"
104758;"P51164"
101359;"Q96PY6"
105018;"Q16816"
11975;"P24470"
10784;"Q9XZT6"
115673;"P15502"
103830;"Q8TCC7"
100029;"Q9GJT6"
103061;"Q12931"
10683;"Q92542"
106146;"P01589"
105671;"P14416"
100858;"P51680"
12216;"P22086"
11146;"P49863"
11209;"P42684"
10004;"P15169"
10780;"Q8NCC3"
11620;"Q9NNW7"
107909;"Q9BY41"
105625;"O60880"
11723;"P19971"
106005;"Q968X7"
108138;"Q15291"
105103;"P06756"
10577;"P28564"
105541;"Q43054"
104786;"P45379"
105010;"P17948"
108336;"Q80Y98"
11756;"P28476"
101526;"P01275"
100568;"Q9Z0Y2"
104987;"P10828"
109453;"Q15678"
109746;"Q9BWU1"
103127;"P55213"
105039;"Q08493"
105757;"P29597"
103554;"Q4F6N3"
102667;"Q9BQI3"
106713;"P30809"
106082;"P66634"
104412;"Q56WF8"
100912;"Q06418"
107977;"O43194"
103722;"P25440"
103671;"P97697"
103847;"Q14451"
109969;"A0A059UE90"
11551;"P09623"
104151;"P46720"
10449;"P68825"
104869;"Q9BYF1"
109716;"A0A0K1CY61"
103104;"Q8NEB9"
116685;"Q2SWT6"
101011;"Q9X6W0"
100852;"Q9H2X6"
104980;"P48730"
105120;"P18508"
107929;"P53778"
116868;"P14151"
104749;"P49354"
116787;"A0R607"
12640;"P43004"
109529;"P16311"
105707;"O95180"
108137;"Q02153"
109670;"Q08477"
109802;"P03979"
100961;"Q60680"
104764;"Q16790"
104081;"O75897"
10191;"P54819"
105663;"Q5QJU3"
107601;"Q14330"
106075;""
104111;"Q06992"
105018;"Q93100"
107670;"P51111"
10315;"P32300"
167;"Q13621"
105830;"P0AG67"
101245;"P16056"
107656;"P53476"
17091;"P51647"
11230;"Q14534"
100077;"O00311"
101289;"P18493"
11214;"Q05469"
105832;"Q8CWU4"
103909;"P0A0I7"
104785;"Q01959"
103592;"P56719"
101562;"Q9MYW9"
104291;"P47870"
109085;"Q9W3G6"
104065;"O94956"
100916;"Q07812"
108395;"P28565"
100096;"Q9UBU7"
17087;"P48999"
10167;"Q14832"
108008;"Q9NR22"
104135;"Q38DI7"
106572;"E0VY79"
103431;"Q653V7"
107664;"Q53GL7"
105830;"P0A7U3"
102615;"Q43445"
104880;"P08588"
10734;"Q14697"
103849;"P15813"
10713;"P15848"
10743;"P78329"
116898;"Q9BUF5"
11626;"P50750"
104862;"P29274"
108328;"O88851"
107904;"P14416"
104841;"P41595"
42;"P07477"
103833;"Q29RK2"
109784;"P49765"
10485;"O88319"
105627;"Q9R152"
100995;"Q14289"
12135;"Q62986"
104898;"Q15825"
105113;"P61168"
12451;"O70282"
103677;"Q79MP6"
10285;"O35164"
104948;"P35968"
109676;"P33274"
104726;"Q9NS75"
107881;"P54646"
100009;"O95263"
149;"P47989"
103589;"Q63009"
19605;"P03354"
104295;"P11802"
104885;"Q932M0"
109766;"P55926"
103737;"G5EF15"
10078;"P35347"
12807;"P25095"
105688;"P26447"
109576;"Q9UMW8"
105107;"P02554"
104702;"P28472"
11357;"P42357"
104819;"P31214"
104994;"P14416"
100845;"Q5VT25"
11024;"P45452"
104581;"Q60714"
111;"P29218"
11171;"O15217"
20015;"O00418"
104770;"P50993"
114981;"P98088"
116710;"Q8TCD5"
102835;"Q9Z2A7"
104906;"P34968"
12642;"P00390"
10844;"P41240"
104574;"P60484"
100936;"P05627"
20162;"Q969V1"
109694;"Q923M1"
11663;"P09874"
104548;"Q08297"
106140;"P28908"
11282;"P09210"
104888;"P51168"
108311;"P32249"
12819;"P47897"
104245;"P57058"
109746;"Q00537"
109939;"Q5TC84"
100624;"P28074"
12299;"P89449"
116681;"A5D7B7"
103478;"O88472"
102604;"P06721"
104765;"P41143"
30036;"Q9HAZ1"
30011;"P33981"
103626;"Q8NA19"
105670;"P07550"
100933;"Q9UGN5"
105228;"Q9VFK6"
102392;"Q24498"
103725;"P48048"
100209;"Q9S446"
104296;"P06493"
102626;"P01011"
100954;"Q5AJ71"
12915;"Q14164"
106732;"Q8MWR1"
227;"P41595"
106201;"F1L8A5"
10427;"P27986"
109811;"Q01860"
10480;"Q00534"
100125;"P19419"
10984;"Q9Y3Q0"
107581;"Q01974"
106724;"O76202"
104434;"Q96S44"
100175;"P07683"
104809;"B1WBY8"
102984;"Q9X034"
107897;"P24864"
104764;"P00918"
109430;"Q3UFD7"
116816;"P49331"
105401;"O08749"
103517;"O18531"
10961;"P37238"
11898;"P30549"
109951;"P51608"
10403;"P00735"
106196;"P68331"
106075;"Q2FZ60"
104852;"Q09428"
12687;"P14842"
100980;"P07112"
102406;"Q3T905"
106624;"P62615"
18066;"Q64511"
101127;"Q581W1"
106001;"Q9HWD0"
106620;"P47791"
103907;"P31224"
116733;"A4TVL0"
109750;"P48736"
107634;"Q93008"
11071;"P32418"
104560;"Q8N5Z0"
11702;"O35083"
103109;"P9WHH3"
104460;"P21741"
105234;"O96526"
103157;"Q91V26"
105184;"Q866A2"
10625;"P30966"
18011;"Q8NWQ9"
104940;"Q92769"
109598;"P0ACC7"
102566;"P02754"
106643;"Q65XK0"
102906;"Q7WYA8"
109709;"Q9NQ25"
106146;"P14784"
108431;"O77239"
101291;"P18539"
104721;"P0AES4"
11159;"Q12882"
100160;"Q01650"
30032;"Q96RR4"
108325;"Q8BVG4"
104850;"P20288"
107600;"P08571"
104166;"P32842"
107886;"P02716"
104860;"P26618"
106001;"Q9HWE9"
12049;"P29410"
103690;"P51570"
100658;"P04825"
11487;"P11884"
101621;"P04792"
110158;"P49902"
100787;"Q93088"
11891;"P31423"
106075;"Q2FZ25"
116773;"Q60855"
105832;"P66156"
10834;"Q16831"
101068;"P0AD64"
105578;"P0A4L9"
101612;"Q9P0L2"
104715;"Q8BHJ7"
10824;"P15309"
104703;"P28472"
105427;"Q8I4S1"
104240;"P46863"
109893;"Q4FZY2"
101286;"O26232"
109927;"P59722"
101224;"Q8NET8"
11547;"P00480"
105211;"Q8VHL0"
109973;"Q92616"
114936;"Q9HCU0"
104488;"Q9NP58"
100686;"P29990"
104064;"P46721"
19607;"P00800"
103165;"P61964"
104687;"P19493"
109606;"P16118"
100110;"P15384"
282;"P41180"
10667;"P37136"
103044;"P19332"
12674;"P63151"
105017;"P41968"
104783;"P09626"
105076;"P17787"
108251;"P61812"
105517;"Q83YP9"
102427;"P0CY26"
101341;"P21757"
116888;"P35438"
102401;"Q9TSZ1"
104016;"Q9UIF8"
114829;"Q9BPX1"
106133;"Q9NPF7"
10473;"P61073"
100571;"Q9NSD5"
102987;"A0T123"
102405;"O95864"
106075;"Q2FWD8"
105761;"O76083"
101095;"Q6RI86"
104865;"P23791"
108038;"Q8N122"
105231;"P45975"
105832;"P66420"
109958;"Q9BSW2"
30026;"Q13882"
104827;"P31652"
116793;"P9WJF1"
10948;"Q62666"
12883;"Q13526"
101211;"P14616"
109819;"Q9UIG0"
109085;"A4GXC7"
101309;"Q92772"
104871;"P53609"
104849;"Q61239"
104832;"P00558"
11720;"P48729"
104168;"Q8IL32"
10477;"P49146"
12100;"P00959"
100951;"Q13470"
101185;"Q8BSK8"
105445;"O88509"
109900;"P13995"
116690;"Q6R6M4"
10980;"P35968"
11784;"Q01279"
106553;"B3SST5"
10547;"P32246"
105143;"Q9R1A7"
104394;"D5F1R0"
103497;"P70349"
100778;"P10378"
105394;"P37285"
108272;"Q9HC52"
108337;"O35448"
100640;"P15840"
104717;"Q92542"
107920;"P48730"
100832;"Q03330"
104067;"Q96FL8"
105691;"P51531"
105744;"P21860"
106181;"P55157"
102407;"P30561"
104874;"P35913"
101447;"Q9BZM1"
100963;"Q60823"
10396;"Q13554"
108252;"P05019"
116798;"Q5YLN7"
12514;"P43140"
104523;"O59952"
10120;"Q15759"
11835;"P39655"
101431;"P56726"
105144;"Q57TT1"
10850;"O75582"
103855;"Q86Y07"
104838;"Q9ES14"
103453;"O43283"
100964;"Q60963"
104839;"Q9WUD2"
108121;"P08238"
106196;"P06477"
104241;"P9WG57"
18025;"P00763"
11441;"P23467"
10653;"P25116"
20159;"Q92851"
102815;"Q61618"
102734;"Q9Y5X5"
18014;"O68720"
107908;"P0A0K8"
101370;"O60930"
104689;"P22300"
101380;"P22513"
116734;"Q96SW2"
106075;"Q2FW17"
10654;"Q28838"
11088;"P05362"
104652;"Q6QMG6"
101194;"A8QUY6"
116855;"Q6P179"
104519;"Q96Q89"
105579;"P51136"
105508;"P30926"
104937;"P78545"
104688;"Q99928"
12232;"P56560"
10543;"O35811"
104688;"P48169"
102677;"P01588"
103615;"O88627"
12272;"P25962"
13031;"P35355"
104568;"Q5XXA6"
104176;"P51843"
102556;"Q81WN7"
104127;"P0C1R8"
11969;"P17612"
108131;"P12391"
11296;"P31390"
108043;"Q5JRX3"
11208;"O15379"
103689;"P40225"
106075;"Q2FW31"
108378;"P19875"
100582;"A0A0Z1K6S6"
104692;"P12389"
104820;"Q15120"
103560;"Q7TMR0"
103476;"O15269"
105492;"Q6GG09"
106717;"Q947J5"
103622;"P9WQA3"
100305;"P33316"
103075;"Q9GZQ4"
102456;"P43093"
108411;"P63000"
109898;"Q9JK96"
100818;"P97477"
18043;"P35499"
100484;"P07374"
104845;"P30542"
11517;"P16581"
103616;"O54699"
101532;"P30536"
104095;"P0A3M4"
105433;"Q9H2X3"
116866;"Q01449"
104525;"Q9QLI9"
10306;"P02767"
17066;"P23795"
104683;"O94806"
106721;"A3EZJ4"
116737;"Q67BT3"
104956;"P35968"
101490;"P71716"
106146;"P31785"
105760;"O43181"
11699;"Q9BTU6"
100181;"P03772"
116758;"Q8R4B8"
106004;"E0W492"
101403;"Q9BPW9"
103611;"A7LB47"
107931;"O15399"
106139;"P63027"
105417;"Q9Z1T6"
102400;"Q9BYP7"
103126;"P53563"
104813;"O94806"
109117;"P49959"
115877;"Q15743"
10561;"P46059"
105060;"P37231"
100953;"Q5ABU7"
11239;"Q9UIQ6"
103;"P25100"
11929;"O02662"
20069;"P10482"
107936;"P27986"
19619;"P07003"
104936;"P05106"
109543;"P24855"
10901;"P41743"
103879;"P06787"
100903;"Q60409"
105091;"P07858"
104457;"Q97R46"
103670;"P54132"
109552;"Q9HUJ8"
10622;"P97288"
104924;"P06756"
11531;"P19838"
100118;"O88944"
103481;"P01106"
101496;"P78362"
108259;"Q9NP31"
11842;"P07948"
11540;"P13569"
104527;"Q8MJ89"
101276;"Q91ZY2"
101423;"P25961"
106075;"Q2FXS8"
104416;"Q9H7Z6"
106649;"Q76353"
109774;"Q8G9Q0"
116869;"Q14790"
103438;"P43071"
105766;"P13631"
109690;"P14859"
103928;"Q08369"
14042;"P04608"
11068;"P11717"
104688;"P47869"
127;"P35367"
12566;"P08483"
116888;"P35436"
19683;"E1BN64"
116869;"P42575"
104389;"Q9Y6H5"
109883;"Q9ULM6"
104990;"Q862F3"
11150;"P53355"
100569;"Q9Z0F8"
104728;"P50052"
12262;"Q8WN95"
17147;"Q9ULZ9"
11497;"P54818"
104731;"P05696"
108267;"Q01776"
116764;"Q14781"
223;"Q15413"
101287;"P17752"
11243;"P11217"
105037;"Q01338"
108410;"P13423"
109577;"Q91WN4"
103477;"O15270"
12666;"P31749"
109552;"Q9HUK1"
116893;"Q5M848"
10818;"Q13698"
30028;"Q8IU85"
109578;"Q9UM47"
10132;"P29762"
12133;"P68403"
109926;"P15381"
105459;"Q8IY17"
11754;"Q11128"
104314;"O60331"
104748;"Q15596"
105773;"P30518"
10985;"P28336"
105761;"Q08499"
12828;"Q00526"
104932;"P03956"
106717;"Q3V4I7"
11213;"P07900"
105503;"P42345"
162;"Q05940"
108400;"Q00534"
104705;"Q9JJ16"
11897;"P30548"
10226;"Q9NRE1"
104976;"P63085"
109839;"Q11130"
100913;"Q06830"
100270;"P00582"
108364;"Q95M12"
109918;"Q9R1S4"
104742;"Q63921"
105769;"P07947"
107605;"Q33BM1"
11257;"P31350"
100233;"Q9U763"
11480;"Q14524"
105037;"P30545"
10832;"P04053"
107878;"Q13131"
11227;"O18956"
108138;"Q03164"
104878;"O60503"
191;"Q72874"
101076;"P10070"
108129;"P32297"
105023;"O15111"
107922;"Q9UPP1"
101126;"Q56D22"
12136;"P00697"
104709;"Q8WWL7"
105708;"Q8NCM2"
109080;"P54131"
116661;"Q6R6I7"
103470;"P05113"
104433;"Q9Y2I7"
11894;"O55192"
104492;"P10599"
11904;"P56373"
101477;"P28062"
104582;"P49279"
109080;"Q07263"
12781;"P67870"
103154;"Q5S007"
107635;"Q13107"
104403;"P79227"
106166;"Q16787"
104515;"P04275"
17118;"Q61603"
106001;"Q9HWE8"
108395;"P28564"
109473;"O35084"
109728;"A0A0C7ACN7"
101139;"Q80UJ1"
10868;"Q9NPC1"
104686;"P30994"
106001;"Q9HY25"
102446;"P10173"
104484;"Q8IUX4"
107916;"P48051"
10854;"Q9P0G3"
12079;"P25409"
101059;"Q9Y865"
10280;"Q9Y5N1"
11143;"P40989"
14073;"P10210"
10370;"Q8IWW8"
12598;"O95622"
104706;"Q13224"
102660;"O94907"
109545;"Q9UGN5"
104644;"Q92959"
108134;"P56199"
104303;"P08482"
12751;"O42392"
101112;"P11167"
105760;"O95168"
100445;"Q9GZT4"
101408;"Q9BXA7"
106545;"A1XG20"
109860;"A8PUY1"
10461;"P49880"
17071;"P30122"
11748;"P08238"
106149;"P48551"
121;"P31645"
102863;"Q08351"
103059;"P09848"
108271;"P0C6U6"
12959;"Q32MK0"
106082;"P66058"
10438;"P12822"
104698;"P35563"
103576;"Q9JLN9"
11950;"P14423"
105763;"P35408"
104888;"P51170"
102876;"P9WPJ9"
105245;"F1N083"
109926;"P54288"
101328;"O43868"
101296;"P49023"
104826;"Q02152"
107984;"Q9L4Q3"
10186;"P23280"
103504;"Q8I6V0"
104495;"O00625"
104958;"P43235"
100238;"P29853"
105734;"O43497"
108044;"Q28524"
10381;"P10633"
107900;"P24863"
101584;"P32298"
104714;"P46098"
104890;"O60894"
104752;"P63138"
105397;"Q9D2G2"
109086;"Q9U941"
100602;"P9WIA1"
100288;"P69332"
104802;"P28222"
104818;"Q64536"
100468;"Q07820"
104817;"P28223"
10553;"P22001"
10887;"P04156"
102799;"Q56UN5"
104550;"Q9BXN2"
102926;"Q63881"
104458;"Q96C86"
108401;"O43613"
109880;"P47752"
104534;"P29319"
17013;"O02667"
104859;"Q95142"
104748;"P37231"
105944;"P9WH67"
